Campaign_ID,Budget,Duration,Platform,Content_Type,Target_Age,Target_Gender,Region,Clicks,Conversions,CTR,CPC,Conversion_Rate,Success
CAMP-HHLMH1,16879,21,Instagram,Story,18-24,Male,Germany,45772,3175,271.1772024409029,0.36876256226514026,6.936555099187276,1
CAMP-T939AY,7500,39,LinkedIn,Image,35-44,Female,UK,38722,4783,516.2933333333333,0.19368834254429007,12.352151231857858,1
CAMP-Q6WW8Y,24566,46,Instagram,Video,55+,Female,US,13781,1306,56.097858829276234,1.782599230825049,9.476815905957478,1
CAMP-L68NTK,37039,51,YouTube,Story,35-44,Male,India,33172,4834,89.55965333837307,1.1165742192210297,14.572531050283372,1
CAMP-63N2QB,4460,19,Facebook,Image,55+,All,Canada,35635,3079,798.9910313901345,0.12515785042795005,8.64038164725691,1
CAMP-6GS8G8,35370,12,YouTube,Carousel,55+,All,UK,3882,2687,10.97540288379983,9.1112828438949,69.21689850592479,1
CAMP-TACY15,17201,59,LinkedIn,Carousel,35-44,Female,India,32382,2984,188.25649671530724,0.5311901673769378,9.214995985424002,1
CAMP-PDTZ91,32407,57,YouTube,Video,25-34,Male,India,12517,2524,38.62437127781035,2.5890389070863624,20.164576176400097,1
CAMP-X70FQL,5586,51,YouTube,Story,45-54,All,Canada,41075,3583,735.3204439670604,0.13599513085818624,8.723067559342667,1
CAMP-DB2UUI,8435,49,YouTube,Story,18-24,Female,India,13157,1486,155.98103141671606,0.641103595044463,11.294368017025159,1
CAMP-JNWPAY,21464,14,LinkedIn,Story,45-54,Female,US,12508,2101,58.274319791278415,1.7160217460825071,16.797249760153502,1
CAMP-TXW1VZ,37359,18,YouTube,Video,18-24,Male,US,28716,4582,76.86501244679997,1.300982030923527,15.956261317732276,1
CAMP-C7D2KD,23676,26,Instagram,Story,18-24,Female,US,43531,3716,183.86129413752323,0.5438882635363305,8.536445291860971,1
CAMP-1POXRT,31767,21,LinkedIn,Carousel,55+,All,India,2631,2002,8.282179620360752,12.074116305587228,76.09274040288864,1
CAMP-EO2T8F,11230,10,YouTube,Image,18-24,Male,US,9632,1388,85.77025823686554,1.165905315614618,14.410299003322258,1
CAMP-Y620N8,22072,33,LinkedIn,Carousel,18-24,All,Canada,8468,3184,38.36534976440739,2.6065186584789797,37.60037789324516,1
CAMP-TTEAVT,40519,23,Google,Carousel,35-44,All,India,28141,1031,69.45136849379303,1.439856437226822,3.663693543228741,1
CAMP-8K06MO,1267,19,Instagram,Image,45-54,All,Germany,29163,1766,2301.7363851617997,0.04344546171518705,6.055618420601447,1
CAMP-XSFH4G,27292,25,YouTube,Carousel,35-44,Female,India,18877,4764,69.16678880257952,1.4457805795412406,25.237060973671667,1
CAMP-G24479,1162,39,Google,Video,18-24,Female,Canada,14469,1221,1245.1807228915661,0.0803096274794388,8.438731080240514,1
CAMP-QTKCD0,18640,56,Google,Image,55+,All,Germany,11864,4931,63.6480686695279,1.5711395819285232,41.562710721510456,1
CAMP-RLEXDW,24344,18,LinkedIn,Carousel,35-44,All,India,33854,4972,139.0650673677292,0.7190878478170969,14.68659538016187,1
CAMP-6LQWLV,21645,8,Google,Text,35-44,Male,US,10074,3807,46.54192654192654,2.1486003573555688,37.790351399642645,1
CAMP-UNLPAI,21789,10,Instagram,Carousel,25-34,Male,UK,43750,2415,200.7893891413098,0.4980342857142857,5.52,1
CAMP-H0P4E0,11274,27,Instagram,Video,18-24,Female,UK,7485,4346,66.39169771154869,1.5062124248496993,58.06279225116901,1
CAMP-5QMKTG,23025,20,Facebook,Story,55+,Female,US,1598,1619,6.940282301845819,14.408635794743429,101.31414267834793,1
CAMP-V44FTJ,37597,27,Instagram,Carousel,35-44,Male,UK,5115,1264,13.604808894326675,7.3503421309872925,24.71163245356794,1
CAMP-5CCASB,9448,14,Google,Story,35-44,All,UK,22930,872,242.69686706181201,0.41203663323157436,3.8028783253379848,1
CAMP-UOV6TT,23814,17,Instagram,Text,55+,Female,US,3457,835,14.516670865877215,6.888631761643043,24.153890656638705,1
CAMP-9Q1NI1,38202,28,LinkedIn,Carousel,18-24,All,US,33457,2823,87.57918433589865,1.1418238335774278,8.437696147293542,1
CAMP-0KQSOS,9024,43,Facebook,Image,25-34,Male,India,32990,919,365.58067375886526,0.27353743558654137,2.785692634131555,1
CAMP-X43WFS,37198,47,Google,Story,35-44,Female,India,5716,1725,15.36641754933061,6.507697690692792,30.178446466060183,1
CAMP-QG8X80,24494,28,Facebook,Text,25-34,Female,US,37172,2414,151.75961459949377,0.6589368341762617,6.494135370709136,1
CAMP-RMHRCN,6901,49,Google,Image,45-54,Male,Canada,25142,1314,364.3240110128967,0.27448094821414365,5.2263145334500045,1
CAMP-BH6NQQ,37714,34,LinkedIn,Image,18-24,Female,UK,10159,4499,26.936946492018883,3.712373265085146,44.28585490697903,1
CAMP-B9LZS3,6831,12,Facebook,Image,45-54,Male,India,35704,2106,522.676035719514,0.1913231010531033,5.898498767645082,1
CAMP-4JTGXN,48236,18,YouTube,Image,45-54,Female,UK,34982,2569,72.52259723028443,1.3788805671488193,7.343776799496885,1
CAMP-X4SN6S,23725,9,Google,Carousel,45-54,Male,Germany,26555,1139,111.92834562697576,0.8934287328186782,4.289211071361326,1
CAMP-M5RRVS,17437,19,YouTube,Carousel,18-24,Female,US,36763,210,210.83328554223777,0.474308407910127,0.5712265049098277,0
CAMP-FFCXHG,35407,25,Facebook,Carousel,18-24,All,Canada,43219,1065,122.06343378427995,0.8192461648811865,2.4641939887549458,1
CAMP-NZEI3Z,7156,28,YouTube,Text,55+,All,Germany,7796,4912,108.94354387926215,0.9179066187788609,63.006670087224215,1
CAMP-RRHF4A,11616,23,YouTube,Text,25-34,All,Germany,12025,2221,103.52100550964187,0.965987525987526,18.469854469854468,1
CAMP-BUFWBU,44361,24,Facebook,Text,25-34,Female,Germany,40572,234,91.45871373503753,1.0933895297249334,0.5767524401064774,0
CAMP-CJG8VU,1642,60,LinkedIn,Video,55+,Female,US,15646,793,952.8623629719855,0.10494695129745622,5.068388086411862,1
CAMP-AZXKDQ,21777,9,YouTube,Text,55+,All,India,38003,3111,174.50980392156862,0.5730337078651685,8.186195826645266,1
CAMP-95G3V2,46832,16,YouTube,Carousel,45-54,All,US,33911,2167,72.40989067304407,1.3810268054613548,6.390256848810121,1
CAMP-3GXJ0M,39181,17,LinkedIn,Carousel,55+,Male,India,3930,335,10.030371863913631,9.96972010178117,8.524173027989821,1
CAMP-QVINDH,27669,55,YouTube,Video,35-44,Male,Germany,43504,1360,157.23011312298962,0.6360104817947775,3.126149319602795,1
CAMP-4SPFDR,23422,9,YouTube,Video,25-34,Male,Germany,43589,1215,186.10280932456664,0.5373374016380279,2.7874004909495516,1
CAMP-WB2SER,19165,11,YouTube,Text,55+,All,Canada,43498,4420,226.9658231150535,0.4405949698836728,10.161386730424388,1
CAMP-EV361X,18024,53,Instagram,Story,35-44,All,India,2835,284,15.729027962716376,6.357671957671958,10.017636684303351,1
CAMP-SNBTI2,22656,50,LinkedIn,Video,35-44,All,Germany,22499,213,99.3070268361582,1.0069780879150185,0.9467087426107826,0
CAMP-2NV01Z,27062,10,YouTube,Image,35-44,Male,UK,14849,1659,54.87029783460202,1.822479628257795,11.172469526567445,1
CAMP-DERI4K,28395,52,LinkedIn,Carousel,35-44,Female,Canada,49098,4079,172.91072371896462,0.5783331296590493,8.307874047822722,1
CAMP-5OGZ2U,13907,25,Google,Image,45-54,All,US,39357,4848,283.00136621845115,0.35335518459232157,12.318012043600884,1
CAMP-EAXYLN,42448,31,Google,Carousel,35-44,Female,Canada,48834,1418,115.04428948360345,0.8692304541917516,2.9037146250563133,1
CAMP-FXJ4PN,26532,20,YouTube,Carousel,45-54,Female,UK,47548,2387,179.21001055329413,0.5580045427778245,5.0201901236645075,1
CAMP-JY1O2R,17849,33,LinkedIn,Video,45-54,Female,India,43383,1795,243.05563336881616,0.4114284397114077,4.137565405804117,1
CAMP-NTJLMZ,41559,32,LinkedIn,Video,35-44,Male,US,40878,105,98.36136576914748,1.016659327755761,0.2568618816967562,0
CAMP-04X0QZ,26356,54,LinkedIn,Image,25-34,Female,US,4040,4866,15.328577932918499,6.523762376237624,120.44554455445544,1
CAMP-FHOMTZ,40362,41,Instagram,Carousel,35-44,All,India,19123,3894,47.378722560824535,2.1106520943366625,20.362913768760134,1
CAMP-ZF8ADF,37180,37,Google,Image,35-44,Male,Canada,36913,3846,99.28187197417967,1.0072332240674018,10.419093544279793,1
CAMP-7PCHCB,1424,20,LinkedIn,Story,35-44,All,Germany,14599,3691,1025.2106741573034,0.09754092746078498,25.282553599561613,1
CAMP-N9WSZV,25831,44,LinkedIn,Image,25-34,All,Canada,18309,3293,70.87995044713716,1.4108362007755748,17.985690097766128,1
CAMP-83XPHX,36009,41,Instagram,Text,18-24,Male,UK,19840,379,55.09733677691688,1.814969758064516,1.9102822580645162,0
CAMP-2KBVSI,23903,19,Instagram,Image,18-24,All,Germany,10029,3294,41.957076517591936,2.383388174294546,32.84475022434939,1
CAMP-GBIAF9,19970,16,LinkedIn,Text,45-54,All,Canada,20366,3330,101.98297446169254,0.9805558283413532,16.35078071295296,1
CAMP-2MOVS0,34678,33,Facebook,Text,45-54,Male,India,26233,4809,75.64738450891055,1.3219227690313726,18.331872069530743,1
CAMP-CDK36M,6688,26,LinkedIn,Text,25-34,All,UK,28374,3439,424.2523923444976,0.23570874744484388,12.120250933953619,1
CAMP-8JVH7U,38169,37,LinkedIn,Story,55+,Female,UK,24674,225,64.64408289449554,1.5469319931912133,0.9118910594147686,0
CAMP-JODCK8,26890,46,Instagram,Image,18-24,All,UK,38226,738,142.15693566381555,0.7034479150316538,1.9306231360853867,0
CAMP-2853UY,25389,47,Instagram,Image,45-54,Female,Germany,20295,236,79.93619283941864,1.2509977827050998,1.1628479921162849,0
CAMP-8U118Q,28278,36,LinkedIn,Story,18-24,All,US,46755,4279,165.3405474220242,0.6048123195380173,9.15196235696717,1
CAMP-QVAECW,28810,5,LinkedIn,Carousel,25-34,Male,Germany,23840,712,82.7490454703228,1.208473154362416,2.986577181208054,1
CAMP-9YIL8S,15585,39,LinkedIn,Video,25-34,Male,Canada,26806,1889,171.99871671478985,0.58139968663732,7.046929791837648,1
CAMP-A3IDY3,44582,45,Instagram,Image,55+,All,US,2883,4719,6.466735453770581,15.463753035032951,163.68366285119666,1
CAMP-C7RM6J,20752,42,LinkedIn,Video,55+,Male,Canada,5335,1260,25.708365458750965,3.889784442361762,23.617619493908155,1
CAMP-8Y6RH0,4848,28,LinkedIn,Story,25-34,All,US,9639,749,198.82425742574256,0.5029567382508559,7.770515613652869,1
CAMP-5HHIWF,21333,57,YouTube,Carousel,45-54,Male,Germany,47526,3987,222.78160596259315,0.4488700921600808,8.389092286327484,1
CAMP-D7YXW1,9535,25,Facebook,Carousel,18-24,Female,UK,14166,3552,148.56843209229154,0.6730904983763942,25.074121135112243,1
CAMP-TBRWR9,3809,46,Google,Carousel,35-44,All,India,7695,510,202.0215279600945,0.494996751137102,6.627680311890838,1
CAMP-65R96K,30455,41,Facebook,Story,55+,Female,UK,44836,1824,147.22048924642917,0.6792532786153983,4.068159514675707,1
CAMP-HUB2RT,13216,17,YouTube,Text,35-44,Female,Germany,29200,4881,220.9443099273608,0.4526027397260274,16.715753424657535,1
CAMP-SOYG9Z,25570,58,Google,Text,45-54,All,US,10939,2942,42.78060226828315,2.3375079989030074,26.89459731236859,1
CAMP-QYAHUL,42444,51,LinkedIn,Video,55+,Female,UK,30336,4233,71.47299971727452,1.3991297468354431,13.95371835443038,1
CAMP-WJTIQW,43018,6,YouTube,Text,35-44,All,Germany,37595,2135,87.39364917011484,1.1442479053065566,5.678946668439952,1
CAMP-NRHZN4,39398,31,LinkedIn,Text,45-54,Female,Canada,16044,1778,40.722879333976344,2.455622039391673,11.082024432809773,1
CAMP-KGEUID,43056,24,Instagram,Carousel,18-24,All,India,35553,1223,82.57385730211817,1.2110370432874862,3.4399347453098192,1
CAMP-JIPNF8,14783,27,YouTube,Carousel,45-54,All,UK,46429,3668,314.0702157884056,0.3184001378448814,7.900234767063688,1
CAMP-F3GR94,604,15,Instagram,Video,55+,Male,US,24712,1778,4091.3907284768216,0.024441566850113304,7.1948850760764005,1
CAMP-SZ2KUU,34082,20,YouTube,Image,25-34,All,Canada,39186,1305,114.97564696907459,0.8697494002960241,3.330271015158475,1
CAMP-OYC3RW,34399,35,YouTube,Video,18-24,All,Germany,26689,4860,77.58655774877177,1.2888830604368842,18.209749334931992,1
CAMP-QMMU7J,28116,18,Instagram,Video,35-44,Female,India,17255,702,61.37074975103144,1.629440741813967,4.068385975079687,1
CAMP-AE58HU,24060,47,Google,Story,55+,All,US,32980,2990,137.0739817123857,0.7295330503335354,9.066100667070952,1
CAMP-XG2MYR,33691,44,Facebook,Story,25-34,Male,Germany,7827,152,23.231723605710723,4.3044589242366165,1.9419956560623484,0
CAMP-06NKWF,17412,46,LinkedIn,Video,45-54,Female,Germany,28365,1326,162.90489317711922,0.6138551031200423,4.674775251189846,1
CAMP-G3MWU4,37897,4,YouTube,Video,25-34,Female,UK,47667,1302,125.78040478138111,0.7950363983468647,2.7314494304235635,1
CAMP-CFILKJ,46296,57,LinkedIn,Video,55+,Male,UK,27023,3723,58.37005356834284,1.7132072678829147,13.77715279576657,1
CAMP-XJQ5NV,49385,37,Instagram,Text,55+,Female,US,18366,1712,37.18942998886302,2.6889360775345748,9.321572470870086,1
CAMP-8OGA0X,2205,44,LinkedIn,Story,25-34,Female,Germany,27354,807,1240.5442176870747,0.08060978284711559,2.950208379030489,1
CAMP-7ZCGDC,36495,36,Instagram,Video,45-54,Female,UK,36353,4331,99.61090560350733,1.0039061425466949,11.91373476741947,1
CAMP-5TAO1C,45840,32,LinkedIn,Carousel,25-34,Female,India,30572,2723,66.69284467713787,1.4994112259583934,8.90684286275023,1
CAMP-JFX5LI,22800,57,Facebook,Carousel,55+,Male,India,22390,4657,98.20175438596492,1.0183117463153193,20.799464046449305,1
CAMP-KWE4BX,34720,15,Facebook,Text,55+,Male,Germany,19880,1326,57.25806451612904,1.7464788732394365,6.670020120724346,1
CAMP-4LR9TJ,37778,15,Facebook,Text,35-44,Female,UK,13453,4134,35.61067287839484,2.8081468817364157,30.72920538169925,1
CAMP-Q8ZGVW,20659,20,Facebook,Image,35-44,Female,US,14566,1160,70.50680091001502,1.4183028971577647,7.963751201427984,1
CAMP-WUSXLM,27609,34,Facebook,Image,18-24,Male,US,19141,2870,69.32884204426092,1.4424011284676872,14.993991954443342,1
CAMP-T2PNJK,27960,34,Facebook,Image,55+,Male,US,8009,4517,28.644492131616595,3.4910725433886878,56.39905106754901,1
CAMP-A34MQA,11103,37,Instagram,Text,35-44,Male,India,31982,1243,288.0482752409259,0.3471640297667438,3.8865611906697515,1
CAMP-78RAPK,21832,41,YouTube,Text,25-34,Female,UK,30604,348,140.17955294979848,0.7133708012024572,1.1371062606195268,0
CAMP-IANOUO,25926,48,LinkedIn,Text,45-54,Female,UK,36751,1832,141.7534521329939,0.7054501918315148,4.9848983701123775,1
CAMP-F0ONJP,30454,54,Facebook,Carousel,25-34,All,India,3435,1570,11.279306495041702,8.865793304221253,45.70596797671033,1
CAMP-I163YK,13943,31,Instagram,Text,45-54,Male,US,33740,3936,241.98522556121353,0.413248369887374,11.665678719620628,1
CAMP-03O4GK,44572,51,Instagram,Carousel,35-44,Female,US,10417,1919,23.37117472852912,4.278775079197466,18.421810502063934,1
CAMP-WWJWGA,48629,31,Instagram,Image,18-24,Male,Germany,46555,3233,95.73505521396697,1.0445494576307592,6.944474277736011,1
CAMP-BTGDJZ,6290,55,YouTube,Image,25-34,Female,Canada,33382,3759,530.7154213036566,0.1884248996465161,11.260559583008806,1
CAMP-0IFRML,17740,46,LinkedIn,Image,25-34,Male,UK,19692,2356,111.0033821871477,0.9008734511476741,11.964249441397522,1
CAMP-29Q2L4,38513,59,YouTube,Video,25-34,Female,UK,10839,1398,28.143743670968245,3.5531875634283607,12.897868807085525,1
CAMP-8C1CQG,42456,18,Google,Video,45-54,All,UK,35318,2781,83.18729979272659,1.2021065745512203,7.874171810408289,1
CAMP-433E1I,44697,58,Instagram,Story,35-44,All,Canada,21000,1825,46.983018994563395,2.1284285714285716,8.69047619047619,1
CAMP-1P0BQ1,40921,46,Google,Story,25-34,Male,Germany,25613,2492,62.59133452261675,1.597665248116191,9.729434271658924,1
CAMP-S9RYLL,3430,49,Facebook,Story,25-34,Female,Canada,39699,4061,1157.405247813411,0.0864001612131288,10.22947681301796,1
CAMP-WB7SJW,19187,59,Facebook,Video,18-24,Female,US,36454,405,189.99322457914212,0.5263345586218248,1.1109891918582324,0
CAMP-H55HEW,41530,12,YouTube,Video,18-24,Male,US,33041,1722,79.55935468336143,1.2569232166096669,5.211706667473745,1
CAMP-LGJE2A,24604,32,LinkedIn,Story,35-44,Female,UK,39115,2826,158.97821492440255,0.6290170011504538,7.224849801866291,1
CAMP-B2RVND,7214,27,Google,Story,35-44,Male,India,47713,3846,661.3945106736901,0.15119569090185064,8.060696246306039,1
CAMP-FDW79W,13423,41,LinkedIn,Text,55+,Female,UK,400,4211,2.979959770543098,33.5575,1052.75,0
CAMP-CXZ2EI,34221,22,YouTube,Story,18-24,Male,India,18362,3193,53.65711113059233,1.8636858729985841,17.389173292669643,1
CAMP-9212PG,11075,7,Facebook,Text,55+,Female,Canada,24177,65,218.30248306997743,0.45807999338214006,0.2688505604500145,0
CAMP-YME6RP,11123,3,LinkedIn,Carousel,45-54,Male,US,28903,1300,259.8489616110761,0.3848389440542504,4.497802996228765,1
CAMP-KZGGM0,21547,32,LinkedIn,Video,55+,Female,India,37550,4921,174.2702000278461,0.5738215712383489,13.105193075898802,1
CAMP-J36TCF,25033,51,Facebook,Story,25-34,All,Canada,33835,1416,135.16158670554867,0.7398551795478056,4.185015516477021,1
CAMP-KJNAWN,24059,5,Google,Video,55+,Female,US,18660,3594,77.55933330562368,1.2893354769560557,19.260450160771704,1
CAMP-GA41IZ,767,47,Facebook,Video,35-44,Male,India,23640,969,3082.1382007822685,0.03244500846023689,4.098984771573604,1
CAMP-XTNSRT,29803,16,LinkedIn,Video,45-54,All,UK,29493,369,98.95983625809482,1.0105109687044382,1.2511443393347574,0
CAMP-WLXDSC,9437,58,Google,Carousel,25-34,Female,UK,48047,233,509.1342587686765,0.19641184673340686,0.4849418277936187,0
CAMP-4E5HRD,46527,32,Google,Image,55+,All,UK,7220,2243,15.517871343520968,6.444182825484765,31.06648199445983,1
CAMP-U4XSZJ,36587,52,Facebook,Story,45-54,Female,Canada,13353,3084,36.49656981988138,2.739983524301655,23.095933498090318,1
CAMP-NVC7HR,19229,6,LinkedIn,Image,45-54,All,UK,6257,921,32.539393624213425,3.073198018219594,14.719514144158543,1
CAMP-6C2CU7,40351,20,YouTube,Image,25-34,Male,Germany,12366,689,30.64608064236326,3.263060003234676,5.571728934174349,1
CAMP-ONZ3JB,32021,39,LinkedIn,Image,55+,Female,US,35237,4273,110.04340901283534,0.9087322984363028,12.126457984504924,1
CAMP-CK88D0,33407,27,Instagram,Video,45-54,Female,Canada,6290,1470,18.828389259735985,5.311128775834658,23.370429252782195,1
CAMP-TGSIWG,27455,50,YouTube,Text,45-54,Male,UK,1943,4726,7.077035148424694,14.130211013896037,243.23211528564076,1
CAMP-0ODWMQ,37832,3,Google,Video,18-24,All,US,13803,4260,36.48498625502221,2.74085343765848,30.862855900891113,1
CAMP-X5GGOM,4935,55,YouTube,Video,45-54,Male,India,38140,3623,772.8470111448835,0.12939171473518615,9.499213424226534,1
CAMP-F9PML9,20259,48,Google,Image,18-24,Male,UK,11282,2101,55.688829655955374,1.7956922531466053,18.622584648112035,1
CAMP-LN1P0V,38910,17,Google,Video,55+,All,US,17559,2266,45.1272166538165,2.215957628566547,12.905062930690814,1
CAMP-UH17J8,47705,11,YouTube,Image,55+,Male,Germany,3167,3790,6.638717115606331,15.063151247237133,119.6716135143669,1
CAMP-QO09VS,40180,17,Google,Text,55+,Female,India,36979,824,92.03334992533598,1.0865626436626192,2.2282917331458396,1
CAMP-9KKH4A,38188,51,Google,Story,35-44,Female,Germany,48341,3432,126.58688593275373,0.7899712459402991,7.099563517511015,1
CAMP-3YJTU7,13316,59,Instagram,Image,55+,Female,US,4092,4152,30.7299489336137,3.254154447702835,101.46627565982405,1
CAMP-FBMENU,35647,26,LinkedIn,Text,45-54,Male,Germany,37251,4214,104.49967739220692,0.9569407532683686,11.312447987973478,1
CAMP-I3DO70,31571,6,LinkedIn,Story,25-34,Female,US,26796,798,84.87536029900859,1.178198238543066,2.978056426332288,1
CAMP-02G3YU,17408,14,Instagram,Carousel,18-24,Female,US,14066,780,80.80193014705883,1.2375941987771932,5.545286506469501,1
CAMP-6VK0UC,27632,60,YouTube,Image,35-44,Female,Germany,25072,2851,90.73537927041112,1.1021059349074664,11.371250797702617,1
CAMP-C1M3O5,34449,39,Facebook,Image,55+,Female,US,35476,2893,102.98121861302214,0.9710508512797384,8.15480888487992,1
CAMP-5IXVA1,45545,39,Facebook,Carousel,55+,Female,UK,27988,1894,61.45131188934021,1.6273045590967556,6.76718593683007,1
CAMP-NKBTFS,5813,45,Facebook,Carousel,25-34,Female,US,43728,3307,752.2449681747806,0.13293541895353092,7.562660080497621,1
CAMP-HB0OQV,49507,8,Instagram,Image,25-34,Male,Canada,35762,2903,72.23624941927405,1.3843465130585537,8.117554946591355,1
CAMP-SHKOEC,4904,41,Instagram,Carousel,35-44,Female,US,40028,4804,816.231647634584,0.12251424003197761,12.001598880783451,1
CAMP-UBODS1,10236,58,Google,Video,18-24,Female,Canada,8837,3719,86.3325517780383,1.1583116442231527,42.084417788842366,1
CAMP-EEURXH,109,48,Facebook,Story,55+,All,US,2036,22,1867.8899082568807,0.05353634577603143,1.080550098231827,0
CAMP-W0IC1L,19355,26,YouTube,Story,35-44,Male,US,10992,1501,56.79152673727719,1.7608260553129549,13.655385735080058,1
CAMP-7DYPML,23893,13,YouTube,Story,45-54,Male,Germany,17508,843,73.27669191813501,1.3646904272332647,4.814941740918437,1
CAMP-VAK9W9,29648,15,Facebook,Video,45-54,Male,UK,12211,1761,41.18658931462493,2.4279747768405535,14.421423306854475,1
CAMP-PFB3HN,37992,36,Facebook,Carousel,35-44,Male,UK,20739,3642,54.58780795957043,1.8319108925213365,17.561116736583248,1
CAMP-14EB87,1115,27,Facebook,Text,55+,Female,India,29213,192,2620.0,0.03816793893129771,0.6572416389963373,0
CAMP-53AYEQ,27812,9,Instagram,Carousel,35-44,Female,Germany,35825,396,128.8113044728894,0.7763293789253315,1.1053733426378227,0
CAMP-AHTHSJ,35061,54,Instagram,Image,55+,All,Germany,33787,4663,96.36633296255098,1.0377068103116582,13.801166128984521,1
CAMP-R0FZAU,8515,6,Instagram,Story,25-34,All,UK,8822,4327,103.60540223135644,0.9652006347766946,49.0478349580594,1
CAMP-XBGK2W,46418,10,LinkedIn,Carousel,35-44,Male,Germany,35642,874,76.78486793916153,1.302339936030526,2.452163178272824,1
CAMP-BXANJ4,47380,22,YouTube,Text,55+,All,UK,1261,2622,2.6614605318699875,37.57335448057098,207.93021411578115,0
CAMP-X5A5XI,23933,31,YouTube,Image,35-44,All,Germany,279,4336,1.1657543976935612,85.78136200716845,1554.1218637992831,0
CAMP-N9DL5T,4258,56,Google,Video,35-44,Male,US,48592,90,1141.1930483795209,0.08762759301942706,0.18521567336187025,0
CAMP-GSQ7AI,20409,55,Instagram,Video,55+,Male,UK,14395,2280,70.53260816306532,1.4177839527613756,15.838832928100036,1
CAMP-TMOFMM,7070,53,LinkedIn,Text,55+,All,UK,36003,457,509.2362093352192,0.19637252451184622,1.2693386662222592,0
CAMP-WI9S3W,7038,47,LinkedIn,Image,18-24,Female,Canada,31869,2281,452.81329923273654,0.22084157017791584,7.157425711506479,1
CAMP-563BTK,21268,48,YouTube,Story,35-44,All,Germany,47829,4450,224.88715441038178,0.4446674611637291,9.303978757657488,1
CAMP-F6XDN8,46640,12,Instagram,Carousel,45-54,All,Germany,16935,1005,36.31003430531732,2.7540596397992325,5.9344552701505755,1
CAMP-WWIIF8,20484,45,Google,Image,35-44,Female,UK,26758,4535,130.62878344073422,0.7655280663726736,16.948202406756856,1
CAMP-6LTHET,18117,36,Instagram,Video,35-44,Female,US,98,345,0.5409284097808688,184.8673469387755,352.0408163265306,0
CAMP-25LZSE,10444,59,Facebook,Text,55+,Male,US,20000,2712,191.4975105323631,0.5222,13.56,1
CAMP-99F77L,40134,28,Instagram,Text,35-44,Male,US,15223,4753,37.93043304928489,2.636405439138146,31.222492281416276,1
CAMP-U8EL50,8802,43,Facebook,Carousel,35-44,All,Germany,49588,2463,563.3719609179732,0.17750262160200048,4.966927482455433,1
CAMP-15OOP7,484,51,Facebook,Text,45-54,Female,Canada,33787,1117,6980.785123966942,0.014325036256548377,3.306005268298458,1
CAMP-67J2DG,504,60,Google,Text,55+,Male,UK,28086,626,5572.619047619048,0.01794488357188635,2.228868475396995,1
CAMP-1WJUII,41043,5,YouTube,Image,35-44,All,India,47371,4380,115.41797626879126,0.8664161617867472,9.246163264444492,1
CAMP-YMYRSV,48026,58,Instagram,Story,25-34,Female,Canada,5870,1980,12.222546120851206,8.18160136286201,33.73083475298126,1
CAMP-ZN4REG,29289,8,Facebook,Carousel,18-24,All,India,14342,3995,48.96718904708252,2.042183795844373,27.85525031376377,1
CAMP-B1AJO0,12863,7,Instagram,Image,45-54,Male,Canada,3102,1679,24.11568063437767,4.146679561573179,54.12637008381689,1
CAMP-91C795,18484,7,YouTube,Story,35-44,Male,US,44427,223,240.3538195195845,0.4160533009206113,0.5019470142030747,0
CAMP-RLQIOB,32706,56,YouTube,Image,25-34,Female,Germany,23831,744,72.86430624350272,1.3724140824975872,3.121983970458646,1
CAMP-0NLW0V,9960,49,LinkedIn,Image,35-44,All,India,2352,463,23.6144578313253,4.23469387755102,19.685374149659864,1
CAMP-S52SQ3,38857,25,YouTube,Text,35-44,Female,Canada,2333,1569,6.004066191419821,16.6553793399057,67.2524646378054,1
CAMP-B9SO0U,15206,51,Google,Story,55+,Male,Germany,48203,3348,316.99986847297123,0.3154575441362571,6.945625790925876,1
CAMP-SWBKOK,23674,11,Facebook,Carousel,55+,Male,India,42617,1737,180.01605136436598,0.555506018724922,4.075838280498393,1
CAMP-3QPWBS,23624,37,LinkedIn,Carousel,55+,All,UK,15670,4040,66.33084998306806,1.507594128908743,25.78174856413529,1
CAMP-F3Q0E2,3736,22,Google,Story,25-34,All,Canada,30511,3952,816.6755888650963,0.12244764183409262,12.952705581593523,1
CAMP-7ZEOQG,11016,60,Instagram,Text,35-44,All,UK,20800,665,188.81626724763981,0.5296153846153846,3.197115384615384,1
CAMP-VZHQJY,4909,51,Facebook,Video,18-24,Female,US,32940,1357,671.01242615604,0.14902853673345476,4.119611414693382,1
CAMP-62ZEEQ,32301,44,YouTube,Image,45-54,All,UK,23233,1015,71.92656574099873,1.39030689106013,4.368785778849051,1
CAMP-NSN2S8,13556,37,Facebook,Text,55+,All,UK,9522,2133,70.24195928002361,1.4236504935937828,22.400756143667298,1
CAMP-NN16UX,48312,52,Instagram,Story,55+,Male,Canada,3777,2669,7.817933432687531,12.791104050833995,70.66454858353191,1
CAMP-F5GZPL,38865,20,LinkedIn,Image,35-44,Male,US,46550,1055,119.77357519619194,0.8349087003222342,2.2663802363050483,1
CAMP-1QWEEH,34916,19,LinkedIn,Carousel,35-44,All,UK,25573,1765,73.24149387100469,1.36534626363743,6.901810503265163,1
CAMP-WJQ4TA,45206,26,LinkedIn,Video,25-34,All,Germany,30816,4459,68.16794230854312,1.466965212876428,14.469755970924195,1
